"created_time","message","id"
"2015-10-01T20:44:36+0000","I watched the whole speech by Netanyahu, and I was very moved.  We MUST continue to pray for Israel.","10153728635196336_10153729276081336"
"2015-10-01T16:52:19+0000","To bad the leader (I say that loosly) of our country had as much passion for the US as this man has for his country!  He is a true leader and I think we should get rid of Dictator Obama and elect Netanyahu!!","10153728635196336_10153728654071336"
"2015-10-01T18:13:12+0000","The Bible says those who bless Israel will be blessed and those who curse Israel will be cursed.  This country must stand with Israel!","10153728635196336_10153728885966336"
"2015-10-01T17:01:43+0000","I stand with Israel , God's Holy land.","10153728635196336_10153728685226336"
"2015-10-01T18:13:40+0000","I stand with Israel! And God bless them, Netanyahu with no doubt gave the best speech to United nations I ever heard..","10153728635196336_10153728887071336"
"2015-10-01T18:36:07+0000","Bibi is a strong leader who continuously shows he is committed to his country & will do whatever necessary to protect his people. Unfortunately our country is lacking this type of leadership. I am sad to say but the UN's response is all about anti semitism. Had any other religion occupy Israel all the criers we would be out in full force. Bibi once said, ""if u think Israel is the only country on Iran's, Hamas, Hezbollah & ISIS target list think again my friends.. Stayed tuned.. Coming to a theater near you"". Destroy Israel today it will be the US tomorrow. I believe him & so should our leaders. I stand with Bibi & Israel!","10153728635196336_10153728949436336"
"2015-10-01T21:22:44+0000","It's shocking to the system have not heard a leader speak in so long. Obama is a disgrace.","10153728635196336_10153729356571336"
"2015-10-01T18:28:54+0000","Speak sir God is with you, you will see their destruction. Remember they that are with you are more than they that against you. We are praying with you","10153728635196336_10153728925846336"
"2015-10-01T16:56:55+0000","Prayers for Israel! Wake up Obama before its to late!","10153728635196336_10153728669406336"
"2015-10-01T17:11:54+0000","I cried as I watched him speak. Obama is such a jerk and so is everyone associated with the UN. Netanyahu is the definition of a real man. I stand with Israel!","10153728635196336_10153728713826336"
"2015-10-01T16:59:11+0000","Outstanding speech Prime Minister Netanyahu!  It brought tears to my eyes for all your people have gone through but strength to my heart to see a real Leader stand up for his country and it's people!  God Bless you Sir!","10153728635196336_10153728677131336"
"2015-10-01T19:16:38+0000","I will take Benjamin Netanyahu's side until the land of Israel is emancipated.","10153728635196336_10153729073006336"
"2015-10-01T16:54:49+0000","Netanyahu nailed it,he is a leader not a follower as the rest were in that moment of silence","10153728635196336_10153728662226336"
"2015-10-01T18:27:49+0000","I stand with Israel!  This Iran deal is pure junk.  The United Nations is anti-Semitic!","10153728635196336_10153728922521336"
"2015-10-01T18:49:41+0000","I stand with you and your country, Mr. Benjamin Netanyahu! As always, God bless Israel and the USA!","10153728635196336_10153728985761336"
"2015-10-01T18:20:57+0000","I too stand with ISRAEL and with Prime Minister Netanyahu!!!
God bless Israel with peace, prosperity and security!!!","10153728635196336_10153728904461336"
"2016-01-01T03:26:44+0000","I think its time Muslim countries start to fight to protect ourself just like americans and other western countires are doing and start bombing their homes, there kids, their families because we have the right to protect ourself too right ? and we even had reasons for so many years like drone attacks in Pakistan for 12 years now killing more then 20000 Muslims, syria, Afghanistan, iran and iraq. Why not Pakistan just use their nucler nukes and kill ourself and everyone ? HOW ABOUT IT PEOPLE? The number of Muslims being killed everyday is increasing and people expect them to just sit and do nothing? , i think next world war 3 is coming soon.","10153728635196336_913739042014030"
"2015-10-01T19:50:00+0000","I hear Israel promises to take in 250,000 Iranian refugees come a war with Iran.","10153728635196336_10153729157511336"
"2015-10-01T19:57:17+0000","I stand with Israel and the Jewish people.","10153728635196336_10153729176031336"
"2015-10-01T17:45:05+0000","Love Benjamin Netanyahu's speech at the United Nations, the voice of a true leader standing for his people! Praying for Israel!!","10153728635196336_10153728802476336"
"2015-10-01T18:34:13+0000","True leader. The USA could sure use a man such as Mr. Netanyahu.  I stand with Isreal.  Iran is evil to its very core. So is the united nations","10153728635196336_10153728943956336"
"2015-10-01T16:52:05+0000","POWERFUL SPEECH.  The entire speech should be broadcasts on all channels @ 7PM but we know obama wont allow that!!  I stand with Israel!!!!","10153728635196336_10153728653316336"
"2015-10-01T16:54:29+0000","True leader. I STAND WITH ISRAEL","10153728635196336_10153728661226336"
"2015-10-01T16:54:51+0000","Now this is a true Leader!!  Let us pray for good leaders in our country!  I take my stand with Israel!   Impeach Obama now!!","10153728635196336_10153728662331336"
"2015-10-01T17:17:53+0000","Hope you were listening Obama I hope u heard Netantahu's deafening silence. I hope u got the message Obama. I may be a U.S. Citizen but you make me ashamed to be one Obama. You may be the leader of the free world but you don't speak for me Obama. Planned parent should be defunded period, the institution of marriage is between the opposite sex only Obama and YOU DONT MAKE DEALs with the devil Obama in fact you cut their fn heads off Obama. Get a clue Obama if their not for you their against you. You may become president of the UN cause everyone knows who you are but according to God your world resolution will last one hour only and you'll be done. That's from the holy bible. Read it sometime you might just stand a chance and get on the right side before it's too late. God is with you Netantahu. Stay strong and courageous just as you are. I stand with Israel and would do anything to be an Israeli citizen and call you my president!","10153728635196336_10153728730466336"
"2015-10-01T20:52:23+0000","I will not be SILENT !!!!  I will stand with you ISRAEL !!!! I will PRAY GOD's protection for ISRAEL !!!!","10153728635196336_10153729291686336"
"2015-10-01T22:32:00+0000","He complains and cry... he is not a victim and israelians  aren't victims palestinians are his victims. He is totally pathetic talking about injustices and Iran,, he must tslk about his actions against palestinians. What a hipocrit","10153728635196336_10153729493656336"
"2015-10-01T17:06:57+0000","The silence was deafening!! I am ashamed of our leaders for not speaking up! I will continue to pray for Isreal and may God bless you!","10153728635196336_10153728700146336"
"2015-10-01T18:35:39+0000","Oh Prime Minister Netanyahu...I'm with you. My heart hurts for you and your people.","10153728635196336_10153728948236336"
"2015-10-01T16:53:12+0000","I stand with Israel!  God bless!","10153728635196336_10153728657006336"
"2015-10-01T17:05:24+0000","We need to impeach Obama, he will destroy not only the America but lead us into world war as well","10153728635196336_10153728695896336"
"2015-10-01T17:09:56+0000",">>Send me a friend request if you stand w Israel! Powerful speech from a great man, Netanyahu....i stand with Israel!","10153728635196336_10153728707946336"
"2015-10-02T11:59:35+0000","So so quiet. And he was right look who's at Syria Russia, Iran, and the rest of the terrorist organizations. And they are attacking the rebels the ones we trained. Obama has made a messed in the Middle East. And then he's says that climate change is our national security threat. How laughable is that.","10153728635196336_10153731164106336"
"2015-10-01T17:30:07+0000","They are persecuting Catholics & Jews  around the world.. & liberal America is doing nothing to help .. 
Netanyahu should deny any American Jewish politician who  sided with  Obama   From Israel","10153728635196336_10153728767131336"
"2015-10-01T22:15:09+0000","I'm with Israel ... Forget that waste of time United Nations , that needs gotten rid of.","10153728635196336_10153729459751336"
"2015-10-01T17:14:22+0000","If you can't depend on your allies, you depend on your own people. Such a shame that our coward of a president has decided to consistently bed down with terrorist nations, release know terrorists back into their element, and perpetuate  the Muslim radical efforts. I stand with Israel!","10153728635196336_10153728721806336"
"2015-10-01T17:18:18+0000","Because they don't care.
Israel has NO friend's in the United Nations. 
Bunch of Terrorists! 
I'll stand with you Israel
GOD, is on your side. 
They""ll ALL be destroyed
Stand Strong!","10153728635196336_10153728731511336"
"2015-10-02T21:07:15+0000","So far I see every country have their imaginary enemies by cursing those countries they win elections other than that there is no juice in Iran Israel issues. Hope both will have their peace one day and choose other topics to win their election beside hating each other.","10153728635196336_10153732344586336"
"2015-10-01T17:30:33+0000","Israel I Stand with you!!!","10153728635196336_10153728768301336"
"2015-10-01T21:35:48+0000","May the Lord bless israel and Benjamin Netanyahu you are a true leader for these dangerous times","10153728635196336_10153729382321336"
"2015-10-01T17:39:42+0000","I will stand with Israel! God bless Netanyahu!","10153728635196336_10153728789316336"
"2015-10-01T17:55:34+0000","What a wonderful leader Israeli Prime Minister Benjamin Netanyahu is. Wish we could say that about the president of the United States.","10153728635196336_10153728830636336"
"2015-10-01T16:54:30+0000","God bless and keep Israel. This administration is evil.","10153728635196336_10153728661341336"
"2015-10-01T17:05:02+0000","You guys stand with occupier and murderer of children? FOX has so much indoctrination power, I am amazed and disappointed how easily well meaning people fall for bias, hatred and extremism. When Muslims do it they are called terrorists , but when FOX viewers express the same , they still consider themselves civilized ? To me all haters are extremists.","10153728635196336_10153728694886336"
"2015-10-01T20:21:17+0000","Fox news love to stir things up....","10153728635196336_10153729229321336"
"2015-10-01T17:06:23+0000","I stand with Israel & Mr. Benjamin Netanyahu !","10153728635196336_10153728698606336"
"2015-10-01T19:08:52+0000","I am a Christian and I stand with God's people. God bless you Prime Minister Netanyahu and God bless Israel and Jews everywhere.","10153728635196336_10153729054831336"
"2015-10-01T17:42:51+0000","Israel would never be destroy ,,,I am a christian and I stand with Netanyahu","10153728635196336_10153728796571336"
"2015-10-01T17:16:01+0000","UN why the silence????? Israel is a member of the UN, so what does that say about United Nations????? Evil is working everywhere People.  I am outraged at the Silence of all these Nations but even more outraged at the US and there Silence as a non-member Iran threatens to wipe out any one of the UN member countries.  May God forgive you all for your Silence !!!!!","10153728635196336_10153728726051336"
"2015-10-02T00:52:10+0000","Not true, Obamas response was to lift sanctions and allow Iran to step up their nukes","10153728635196336_10153730041576336"
"2015-10-01T18:10:13+0000","iam not jewish but i like the jewish people i say to israel do what you have to do to protect your people and i mean anything that why i like trump","10153728635196336_10153728878971336"
"2015-10-02T00:28:40+0000","I have to say, if i was the jewish people, i would be sticking up for russia.","10153728635196336_10153729960911336"
"2015-10-01T18:05:19+0000","We have the obligations to protect Israel, We can count on God's  protection.","10153728635196336_10153728866461336"
"2015-10-01T18:02:37+0000","The God of Abraham, Isaac, Jacob and Jesus is on your side! I stand with Israel!","10153728635196336_10153728850516336"
"2016-03-27T16:25:53+0000","You have destroyed our livelihood and pushed us out of our homeland, while the world is watching. Hence, you will be destroyed for good.","10153728635196336_1513719645603584"
"2015-10-01T22:21:11+0000","Benjamin Netanyahu is the only free world leader with the courage to tell the truth.","10153728635196336_10153729471796336"
"2015-10-01T16:55:28+0000","murderer of innocent childrens,womens, Israel is a big terrorist organization not a country, they are living Palestinian peopl land","10153728635196336_10153728664331336"
"2015-10-01T17:06:07+0000","Well said Mr. Netanyahu. A true statesman and leader. Sadly we will do nothing to help his country and as an American I am ashamed of our President and government.","10153728635196336_10153728697821336"
"2015-10-01T17:26:05+0000","God bless Israel, and its great leader...Netanyahu! With Israel 100%","10153728635196336_10153728756131336"
"2015-10-01T17:27:21+0000","There are still people in the U.S. that stand with and pray for Israel .. YOU have God's protection","10153728635196336_10153728759426336"
"2015-10-01T16:50:34+0000","Obama, his Administration and other world leaders need to listen to this man!","10153728635196336_10153728648386336"
"2015-10-01T19:02:04+0000","When we as a country turn our back to Israel we will be turning our back to God. Our President is Awful!!!","10153728635196336_10153729032686336"
"2015-10-01T17:24:31+0000","Bibi we the people stand with you all God is with you  and he will protect Israel woe unto these nations that come against Israel obama has turned his back against Israel but the people are still with you and love you","10153728635196336_10153728751736336"
"2015-10-02T17:00:45+0000","Praying for all of the United Nations to stand with Israel! I stand with Israel!","10153728635196336_10153731829526336"
"2015-10-02T00:18:02+0000","I stand for Israel and Prime Minister Benjamin Netsnyahu! Wake up America! Wake up UN! Stand behind Israel!!!!!","10153728635196336_10153729926591336"
"2015-10-01T17:08:14+0000","I stand with Israel any day of the week. Obama has no clue what he is doing. Obama refuse to help Israel in anyway. Netanyahu is a true leader, and a true man to God.","10153728635196336_10153728703436336"
"2015-10-01T18:26:26+0000","God Bless you Prime Minister Netanyahu  and the people of Israel. You are a great leader and many Americans support you. Our spineless, greedy, and corrupt government does not speak for all of us. The Lord will protect you and your people, I am so sorry that our government doesn't understand the words(honor and loyalty).","10153728635196336_10153728918156336"
"2015-10-01T17:07:13+0000","Israel will prevail against his enemy, God be with you PM Netanyahu bravo!!!!","10153728635196336_10153728700786336"
"2015-10-01T17:29:28+0000","Iran promise to kill your people!!!! that's funny because you are not promising rather killing innocent Palestinians....  president obama is trying to  help you by keeping iran away from gaining nuclear arms....  stop doing politics here","10153728635196336_10153728765786336"
"2015-10-01T17:11:36+0000","And Iran shouts death to America and our president sends him a bunch of money and an improved opportunity to build missiles and bombs that will be used against us. We need a president who cares about the USA like Netanyahu does about Israel.","10153728635196336_10153728712936336"
"2015-10-01T18:00:59+0000","I stand with Israel and Netanyahu!","10153728635196336_10153728847021336"
"2015-10-01T17:21:41+0000","God be with you Mr Netanyahu & your Country of Israel.","10153728635196336_10153728742591336"
"2015-10-01T17:46:40+0000","Yes let's let Israel control congress and fight Israelis wars with our sons and daughters any volunteers?","10153728635196336_10153728806676336"
"2015-10-01T17:22:21+0000","God Bless Isreal... Obama hates Isreal and wants Isreal destroyed. All Muslims do !!! Wake up people, we should be outraged our socialistic government won't stand for Isreal.","10153728635196336_10153728745521336"
"2015-10-01T18:09:52+0000","As a child of the King. (Jesus). I stand for his word witch stands for Israel. 
I will defend my family & my country & Israel against all foreign and domestic. I'm in this world; not of it!!!
The King is coming soon!!!!!!!!","10153728635196336_10153728878146336"
"2015-10-01T18:48:32+0000","I stand with Israel! God Bless Netanyahu.  We will Pray for Peace","10153728635196336_10153728981636336"
"2015-10-01T18:34:11+0000","God bless Israel & Netanyahu. We stand with you.","10153728635196336_10153728943546336"
"2015-10-01T17:58:35+0000","Netanyahu is the man","10153728635196336_10153728838181336"
"2015-10-02T11:46:13+0000","People if you want to hear truth being spoken then take time to listen to the speech to the United Nations that Netanyahu the prime minister of Israel gave","10153728635196336_10153731143191336"
"2015-10-01T17:27:21+0000","The UN and its member nation on the deal and their silence is perhaps a sign don't talk to us about threats when you stealing land and killing innocent people in the name of defense and you want to cry. You have Nukes so you can defend yourself NO ONE IS SORRY FOR YOU!","10153728635196336_10153728759371336"
"2015-10-01T17:48:16+0000","Benjamin Netanyahu is a true leader.","10153728635196336_10153728809966336"
"2015-10-01T17:29:06+0000","My family stands with Israel. Israel will NOT be destroyed...we know what the Bible says!","10153728635196336_10153728764756336"
"2015-10-01T17:21:23+0000","Netanyahu is a True Leader with a Heart for his People. God Bless him and God Bless Israel.","10153728635196336_10153728741836336"
"2015-10-01T17:14:06+0000","Speak up, America! Our strongest ally, Israel, needs to hear our voices. Support her and pray for the peace of Jerusalem, as the Word of God says.","10153728635196336_10153728721101336"
"2015-10-01T16:59:00+0000","I am so ashamed of our government.  We should be standing with Israel.  Stand tall Mr. Netanyhue","10153728635196336_10153728676561336"
"2015-10-01T20:09:20+0000","What about the people of Gaza Netanyahu?","10153728635196336_10153729204901336"
"2015-10-01T17:05:31+0000","God will supernaturally protect Israel! Come Lord Jesus!","10153728635196336_10153728696231336"
"2015-10-01T17:41:30+0000","Now this a leader who has a love for his country and it's people. Too bad we can't say the same. We need to stand with Israel.","10153728635196336_10153728792956336"
"2015-10-01T16:56:25+0000","Powerful and heartfelt speech. We stand with you Netanyahu and with Israel! You have every right to defend yourself!!
🇺🇸❤️🇮🇱","10153728635196336_10153728667896336"
"2015-10-01T18:22:31+0000","GOD BLESS ISRAEL OUR ONLY FRIEND IN THE MIDDLE EAST. SHAME ON OBAMA.","10153728635196336_10153728908491336"
"2015-10-01T17:50:06+0000","Netanyahu is the worlds greatest leader defending his country and loving his people. Praying for Israel she will forever stand by Gods will not mans, God bless Israel!","10153728635196336_10153728814166336"
"2015-10-01T18:52:00+0000","""This body"" is the same body that has allowed Israel to get away with murder, literally! Netanyahu should be thanking them and the U.S. Veto they count on in the Security Council!","10153728635196336_10153728993541336"
"2015-10-01T17:18:06+0000","stop playing the victim all the time israel ... the united states and the world are tired of paying billions in welfare to your country and all you do is kill women and children and act like a spoil child.... time for israel to stand on it's own","10153728635196336_10153728731006336"
"2015-10-01T17:06:53+0000","And herein lies the problem.  Pray for the peace of Jerusalem.","10153728635196336_10153728699941336"
"2015-10-01T20:45:18+0000","Israel will never fall. It does not matters how many countries go against Israel.  Because they are protected by God.  Jesus loves you my friends.  God bless you all","10153728635196336_10153729277471336"
"2015-10-01T17:31:45+0000","We stand with, and pray for, Israel! God bless you Prime Minister Netanyahu, for your leadership. 🇮🇱🇺🇸","10153728635196336_10153728771171336"
"2015-10-01T18:22:28+0000","Obama is going to be worse than Butler, Israel has never lost a war and never will read the Bible. I'm for Israel","10153728635196336_10153728908371336"
"2015-10-01T21:04:57+0000","Prime Minister Benjamin Netanyahu, I STAND WITH ISRAEL!","10153728635196336_10153729320266336"
"2015-10-01T18:21:51+0000","I stand with Israel God Bless Netanyahu!! They are the chosen people!!","10153728635196336_10153728906766336"
"2015-10-01T16:59:49+0000","I stand with Israel and her wonderful, brave leader, Netanyahu!","10153728635196336_10153728678786336"
"2015-10-01T17:10:30+0000","Continued prayers for Israel and its people.","10153728635196336_10153728709401336"
"2015-10-01T18:27:43+0000","Prime Minister Netanyahu, you are a dynamic leader!  More U.S. citizens stand with YOU and ISRAEL than you may realize!!!!!!  God Bless you, sir!","10153728635196336_10153728922221336"
"2015-10-01T20:11:32+0000","I also support Israel and Prime Minister Benjamin Netanyahu. He is right. They have given him nothing. We are their ally and this is how our country under this administration treats them. And not just our country. It's shameful! There are many people who stand with Israel. And believe like I do that Israel has the right to defend itself and that we should help them!","10153728635196336_10153729209541336"
"2015-10-01T17:50:16+0000","Bebe had it right....the American people stand with Israel and not with the clown in the rainbow house doing secret handshakes with Iran! God bless Israel and the Israeli people.","10153728635196336_10153728814636336"
"2015-10-02T00:16:17+0000","Soon all nations will gather against Israel  headed up by Russia the King of the North-----God will fight for Israel!","10153728635196336_10153729920251336"
"2015-10-01T16:58:11+0000","Do not be discouraged, don't feel that you are alone, and DON'T believe that just because America has a Rouge president and Government that chooses to do as the will, that all the American People are against Israel! There are many who will be praying and to OUR GOD and HE is your DEFENDER!!! GOD will defend Israel!!!","10153728635196336_10153728673766336"
"2015-10-01T19:20:51+0000","God will protect Israel for they are the Apple of his eye and he will annotate anyone that attacks them as a Christian and a minister i stand with Israel","10153728635196336_10153729085346336"
"2015-10-01T17:54:18+0000","Netanyahu is a criminal","10153728635196336_10153728826651336"
"2015-10-01T20:18:18+0000","Just one hour ago. However, the two parents were murdered by Palestinian terrorists and four children sat with them in the car. The world does not understand there is no one to make peace. They are thirsty for Jewish blood","10153728635196336_10153729223341336"
"2015-10-01T20:19:49+0000","I stand with Benjamin Netanyahu!","10153728635196336_10153729226526336"
"2015-10-01T17:06:08+0000","Netanyahu speaks from the <3 and with no telepromters.  The world needs to listen to what he says as he speaks the truth and he speaks by what the bible says.  Genesis 12:13......i will bless those who bless you and him who dishonors you I will curse""  I will stand with Israel.  God Bless Netanyahu for being so brave, genuine and sincere when he speaks.  i could listen to him speak all day!","10153728635196336_10153728697886336"
"2015-10-01T16:54:24+0000","I do not celebrate the deal with Iran nor anything with Russia.  I stand with the holy land.","10153728635196336_10153728660936336"
"2015-10-01T17:35:26+0000","I stand with Israel ! Incredible speech given by the Prime Minister today. Such a LEADER!  our administration could take a lesson. Especially those at the top!!","10153728635196336_10153728779536336"
"2015-10-04T20:15:57+0000","I stand with ISRAEL !  You are the real chosen people of GOD !    GODBLESS YOU BENJAMIN NETANYAHU !","10153728635196336_10153737117241336"
"2015-10-02T01:52:48+0000","Praying for the peace for Israel ! Come Lord Jesus","10153728635196336_10153730228941336"
"2015-10-01T17:20:49+0000","Standing with Israel. Praying for this Holy land .","10153728635196336_10153728740446336"
"2015-10-01T20:35:19+0000","Israel will never perish ... They are Gods chosen people ... Stand with Israel or stand against God","10153728635196336_10153729257751336"
"2015-10-01T17:44:43+0000","Pray for Israel and Gods protection I stand with them also","10153728635196336_10153728801581336"
"2015-10-02T03:02:11+0000","God bless Israel. God bless the Israeli people. God bless Benjamin Netanyahu.","10153728635196336_10153730449021336"
"2015-10-02T02:07:41+0000","We are with you Netanyahu! So ashamed of my country.","10153728635196336_10153730273581336"
"2015-10-01T19:49:43+0000","Great speech Benjamin, just make sure that you don't use a BIBI gun, Obama uses a water gun, the UN shoots blanks, do like Russia's Putin, live ammo that kills.
Headline news; Israel Prime Minister Benjamin Netanyahu addresses an international mental institution at the UN.","10153728635196336_10153729156961336"
"2015-10-01T21:31:15+0000","I stand with Israel,Benjamin Netanyahu","10153728635196336_10153729372561336"
"2015-10-02T00:46:05+0000","God bless Israel and it's people and Netanyahu ! And lord please watch over and protect this land and these people!","10153728635196336_10153730019576336"
"2015-10-01T17:32:12+0000","Iran promised to destroy Israel and murder its people and you think Israel is not behind Arab Spring and 911.?","10153728635196336_10153728772236336"
"2015-10-01T16:54:28+0000","May the Lord bless you and keep you safe always AND FOREVER. We stand with Israel.Benjamin Netanyahu - בנימין נתניהו is a true leader who loves his country and his people.","10153728635196336_10153728661196336"
"2015-10-01T17:05:43+0000","I'm SO SORRY Mr. Netanyahu, that we have such a moronic president. We feel for you and your people. But God has his hand of protection upon Israel so you all are in good hands. I pray for your protection and forgive those of us who had nothing to do with voting our Islamic President into office. We are all ashamed of him.","10153728635196336_10153728696796336"
"2015-10-01T20:57:15+0000","A great speech. Powerful. Direct. Truthful. No spin. I can't understand how our government is supporting the nuclear agreement with the terrorist state of Iran. Israel has every right to defend itself. If you believe Netanyahu, they will do so even if they must act alone.","10153728635196336_10153729302351336"
